Sensor_id,Value,DateTimeFrom,DateTimeTo
35386,10.1,2020-02-01,2020-03-01
35386,13.5,2020-03-01,2020-04-01
35386,14.4,2020-04-01,2020-05-01
35386,16.7,2020-05-01,2020-06-01
35386,4.95,2020-06-01,2020-07-01
35386,4.6,2020-07-01,2020-08-01
35386,3.95,2020-08-01,2020-09-01
35386,4.56,2020-09-01,2020-10-01
35386,6.44,2020-10-01,2020-11-01
35386,7.61,2020-11-01,2020-12-01
35386,5.71,2020-12-01,2021-01-01
35360,572.0,2020-03-01,2020-04-01
35360,578.0,2020-04-01,2020-05-01
35360,492.0,2020-05-01,2020-06-01
35360,746.0,2020-06-01,2020-07-01
35360,563.0,2020-07-01,2020-08-01
35360,501.0,2020-08-01,2020-09-01
35360,631.0,2020-09-01,2020-10-01
35360,937.0,2020-10-01,2020-11-01
35360,1600.0,2020-11-01,2020-12-01
35360,2610.0,2020-12-01,2021-01-01
35350,9.01,2020-03-01,2020-04-01
35350,8.95,2020-04-01,2020-05-01
35350,2.48,2020-05-01,2020-06-01
35350,0.65,2020-06-01,2020-07-01
35350,1.54,2020-07-01,2020-08-01
35350,5.42,2020-08-01,2020-09-01
35350,8.66,2020-09-01,2020-10-01
35350,31.2,2020-10-01,2020-11-01
35350,19.5,2020-11-01,2020-12-01
35350,12.3,2020-12-01,2021-01-01
35341,123.0,2020-03-01,2020-04-01
35341,123.0,2020-04-01,2020-05-01
35341,145.0,2020-05-01,2020-06-01
35341,58.8,2020-06-01,2020-07-01
35341,74.5,2020-07-01,2020-08-01
35341,75.0,2020-08-01,2020-09-01
35341,58.0,2020-09-01,2020-10-01
35341,105.0,2020-10-01,2020-11-01
35341,169.0,2020-11-01,2020-12-01
35341,217.0,2020-12-01,2021-01-01
35337,63.3,2020-03-01,2020-04-01
35337,36.9,2020-04-01,2020-05-01
35337,24.8,2020-05-01,2020-06-01
35337,19.0,2020-06-01,2020-07-01
35337,22.8,2020-07-01,2020-08-01
35337,19.3,2020-08-01,2020-09-01
35337,25.6,2020-09-01,2020-10-01
35337,52.3,2020-10-01,2020-11-01
35337,116.0,2020-11-01,2020-12-01
35337,137.0,2020-12-01,2021-01-01
35336,11.4,2020-03-01,2020-04-01
35336,10.7,2020-04-01,2020-05-01
35336,8.72,2020-05-01,2020-06-01
35336,21.9,2020-06-01,2020-07-01
35336,26.4,2020-07-01,2020-08-01
35336,7.32,2020-08-01,2020-09-01
35336,10.5,2020-09-01,2020-10-01
35336,8.99,2020-10-01,2020-11-01
35336,10.8,2020-11-01,2020-12-01
35336,9.15,2020-12-01,2021-01-01
35429,748.0,2020-03-01,2020-04-01
35429,699.0,2020-04-01,2020-05-01
35429,730.0,2020-05-01,2020-06-01
35429,586.0,2020-06-01,2020-07-01
35429,491.0,2020-07-01,2020-08-01
35429,474.0,2020-08-01,2020-09-01
35429,610.0,2020-09-01,2020-10-01
35429,974.0,2020-10-01,2020-11-01
35429,1580.0,2020-11-01,2020-12-01
35429,2000.0,2020-12-01,2021-01-01
35427,20.3,2020-03-01,2020-04-01
